LemonEntry,partOfSpeech,writtenForm (singular),writtenForm (plural),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range,GrammarRule1:question1,SPARQL,GrammarRule1: question2,SPARQL Question 2,GrammarRule 1: questions,SPARQL ,NP (Grammar Rule 2),,grammar rules,numberOfQuestions
capital-of,noun,capital,-,of,NounPPFrame,range,domain,1,wdt:P36,wd:Q6256,wd:Q5119,"What (wd:Q5119, X) is the capital/- of (wd:Q6256,Y?) ",SELECT ?X WHERE { Y wdt:P36 ?X.},FALSE,FALSE,"List the (wd:Q5119, X) - of (wd:Q6256,Y?) ",SELECT ?X WHERE { Y wdt:P36 ?X.},"the capital of (wd:Q6256,Y) ",,2,
