class,ruletype_longname,ruletype_shortname,"linguistic pattern","order of arguments",patterntype,subject,predicate,object,condAB,condBA,supA,supB,supAB,AllConf,Coherence,Cosine,IR,Kulczynski,MaxConf,string
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",actress,os,onegram,,http://dbpedia.org/ontology/birthPlace,,0.0892857142857143,1,56,5,5,0.0892857142857143,0.0819672131147541,0.298807152333598,0.910714285714286,0.544642857142857,1,"dbo:Actor in c_e and exists o : (e, dbo:birthPlace, o) in G => 'actress' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",actor,os,onegram,,http://dbpedia.org/ontology/birthPlace,,0.125,1,56,7,7,0.125,0.111111111111111,0.353553390593274,0.875,0.5625,1,"dbo:Actor in c_e and exists o : (e, dbo:birthPlace, o) in G => 'actor' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",film,os,onegram,,http://dbpedia.org/ontology/birthPlace,,0.0892857142857143,1,56,5,5,0.0892857142857143,0.0819672131147541,0.298807152333598,0.910714285714286,0.544642857142857,1,"dbo:Actor in c_e and exists o : (e, dbo:birthPlace, o) in G => 'film' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",born,so,onegram,,http://dbpedia.org/ontology/birthPlace,,0.160714285714286,1,56,9,9,0.160714285714286,0.138461538461538,0.400891862868637,0.839285714285714,0.580357142857143,1,"dbo:Actor in c_e and exists o : (e, dbo:birthPlace, o) in G => 'born' in l_e(c,p,so)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",film,os,onegram,,http://dbpedia.org/ontology/birthDate,,0.0925925925925926,1,54,5,5,0.0925925925925926,0.0847457627118644,0.304290309725092,0.907407407407407,0.546296296296296,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => 'film' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",actor,os,onegram,,http://dbpedia.org/ontology/birthDate,,0.166666666666667,1,54,9,9,0.166666666666667,0.142857142857143,0.408248290463863,0.833333333333333,0.583333333333333,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => 'actor' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",Swedish,os,onegram,,http://dbpedia.org/ontology/birthDate,,0.166666666666667,1,54,9,9,0.166666666666667,0.142857142857143,0.408248290463863,0.833333333333333,0.583333333333333,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => 'Swedish' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",actress,os,onegram,,http://dbpedia.org/ontology/birthDate,,0.148148148148148,1,54,8,8,0.148148148148148,0.129032258064516,0.384900179459751,0.851851851851852,0.574074074074074,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => 'actress' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s","a Swedish",os,twogram,,http://dbpedia.org/ontology/birthDate,,0.166666666666667,1,54,9,9,0.166666666666667,0.142857142857143,0.408248290463863,0.833333333333333,0.583333333333333,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => 'a Swedish' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s","was a Swedish",os,threegram,,http://dbpedia.org/ontology/birthDate,,0.0925925925925926,1,54,5,5,0.0925925925925926,0.0847457627118644,0.304290309725092,0.907407407407407,0.546296296296296,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => 'was a Swedish' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",born,so,onegram,,http://dbpedia.org/ontology/birthDate,,0.296296296296296,1,54,16,16,0.296296296296296,0.228571428571429,0.544331053951817,0.703703703703704,0.648148148148148,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => 'born' in l_e(c,p,so)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s"," (born ",so,exact_string,,http://dbpedia.org/ontology/birthDate,,0.203703703703704,1,54,11,11,0.203703703703704,0.169230769230769,0.45133546692422,0.796296296296296,0.601851851851852,1,"dbo:Actor in c_e and exists o : (e, dbo:birthDate, o) in G => ' (born ' in l_e(c,p,so)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",actress,os,onegram,,http://dbpedia.org/property/birthDate,,0.140350877192982,1,57,8,8,0.140350877192982,0.123076923076923,0.374634324632678,0.859649122807018,0.570175438596491,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => 'actress' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",Swedish,os,onegram,,http://dbpedia.org/property/birthDate,,0.157894736842105,1,57,9,9,0.157894736842105,0.136363636363636,0.397359707119513,0.842105263157895,0.578947368421053,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => 'Swedish' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",film,os,onegram,,http://dbpedia.org/property/birthDate,,0.087719298245614,1,57,5,5,0.087719298245614,0.0806451612903226,0.296174438879546,0.912280701754386,0.543859649122807,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => 'film' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",actor,os,onegram,,http://dbpedia.org/property/birthDate,,0.157894736842105,1,57,9,9,0.157894736842105,0.136363636363636,0.397359707119513,0.842105263157895,0.578947368421053,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => 'actor' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s","a Swedish",os,twogram,,http://dbpedia.org/property/birthDate,,0.157894736842105,1,57,9,9,0.157894736842105,0.136363636363636,0.397359707119513,0.842105263157895,0.578947368421053,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => 'a Swedish' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s","was a Swedish",os,threegram,,http://dbpedia.org/property/birthDate,,0.087719298245614,1,57,5,5,0.087719298245614,0.0806451612903226,0.296174438879546,0.912280701754386,0.543859649122807,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => 'was a Swedish' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s"," (born ",so,exact_string,,http://dbpedia.org/property/birthDate,,0.210526315789474,1,57,12,12,0.210526315789474,0.173913043478261,0.458831467741124,0.789473684210526,0.605263157894737,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => ' (born ' in l_e(c,p,so)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",born,so,onegram,,http://dbpedia.org/property/birthDate,,0.333333333333333,1,57,19,19,0.333333333333333,0.25,0.577350269189626,0.666666666666667,0.666666666666667,1,"dbo:Actor in c_e and exists o : (e, dbp:birthDate, o) in G => 'born' in l_e(c,p,so)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",died,so,onegram,,http://dbpedia.org/ontology/deathPlace,,0.185185185185185,1,27,5,5,0.185185185185185,0.15625,0.430331482911935,0.814814814814815,0.592592592592593,1,"dbo:Actor in c_e and exists o : (e, dbo:deathPlace, o) in G => 'died' in l_e(c,p,so)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",actor,os,onegram,,http://dbpedia.org/ontology/deathPlace,,0.185185185185185,1,27,5,5,0.185185185185185,0.15625,0.430331482911935,0.814814814814815,0.592592592592593,1,"dbo:Actor in c_e and exists o : (e, dbo:deathPlace, o) in G => 'actor' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s",film,os,onegram,,http://dbpedia.org/ontology/deathPlace,,0.185185185185185,1,27,5,5,0.185185185185185,0.15625,0.430331482911935,0.814814814814815,0.592592592592593,1,"dbo:Actor in c_e and exists o : (e, dbo:deathPlace, o) in G => 'film' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s","was a Swedish",os,threegram,,http://dbpedia.org/property/deathDate,,0.2,1,30,6,6,0.2,0.166666666666667,0.447213595499958,0.8,0.6,1,"dbo:Actor in c_e and exists o : (e, dbp:deathDate, o) in G => 'was a Swedish' in l_e(c,p,os)"
http://dbpedia.org/ontology/Actor,predict_localized_l_for_s_given_p,"c_s,p => ll_s","a Swedish",os,twogram,,http://dbpedia.org/property/deathDate,,0.2,1,30,6,6,0.2,0.166666666666667,0.447213595499958,0.8,0.6,1,"dbo:Actor in c_e and exists o : (e, dbp:deathDate, o) in G => 'a Swedish' in l_e(c,p,os)"
