class,ruletype_longname,ruletype_shortname,"linguistic pattern","order of arguments",patterntype,subject,predicate,object,condAB,condBA,supA,supB,supAB,AllConf,Coherence,Cosine,IR,Kulczynski,MaxConf,string
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/birthYear,"""1906""^^<http://www.w3.org/2001/XMLSchema#gYear>",0.222222222222222,0.666666666666667,9,3,2,0.222222222222222,0.166666666666667,0.384900179459751,0.6,0.444444444444444,0.666666666666667,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:birthYear, ""1906""^^<http://www.w3.org/2001/XMLSchema#gYear>) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",died,so,onegram,,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Sweden,0.4,0.333333333333333,5,6,2,0.333333333333333,0.181818181818182,0.365148371670111,0.111111111111111,0.366666666666667,0.4,"dbo:Actor in c_e and 'died' in l_e(c,p,so) => (e, dbo:deathPlace, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",film,os,onegram,,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Sweden,0.8,0.666666666666667,5,6,4,0.666666666666667,0.363636363636364,0.730296743340221,0.142857142857143,0.733333333333333,0.8,"dbo:Actor in c_e and 'film' in l_e(c,p,os) => (e, dbo:deathPlace, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Sweden,0.6,0.5,5,6,3,0.5,0.272727272727273,0.547722557505166,0.125,0.55,0.6,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:deathPlace, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",died,so,onegram,,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,0.4,0.4,5,5,2,0.4,0.2,0.4,0,0.4,0.4,"dbo:Actor in c_e and 'died' in l_e(c,p,so) => (e, dbo:deathPlace, dbr:London) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",died,so,onegram,,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/England,0.4,0.285714285714286,5,7,2,0.285714285714286,0.166666666666667,0.338061701891407,0.2,0.342857142857143,0.4,"dbo:Actor in c_e and 'died' in l_e(c,p,so) => (e, dbo:deathPlace, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/England,0.4,0.285714285714286,5,7,2,0.285714285714286,0.166666666666667,0.338061701891407,0.2,0.342857142857143,0.4,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:deathPlace, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po","film actor",os,twogram,,http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/Sweden,1,0.263157894736842,5,19,5,0.263157894736842,0.208333333333333,0.512989176042577,0.736842105263158,0.631578947368421,1,"dbo:Actor in c_e and 'film actor' in l_e(c,p,os) => (e, dbo:nationality, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/Sweden,1,0.473684210526316,9,19,9,0.473684210526316,0.321428571428571,0.688247201611685,0.526315789473684,0.736842105263158,1,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:nationality, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",film,os,onegram,,http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/Sweden,1,0.315789473684211,6,19,6,0.315789473684211,0.24,0.561951486949016,0.684210526315789,0.657894736842105,1,"dbo:Actor in c_e and 'film' in l_e(c,p,os) => (e, dbo:nationality, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/ontology/nationality,http://dbpedia.org/resource/Sweden,1,0.368421052631579,7,19,7,0.368421052631579,0.269230769230769,0.606976978666884,0.631578947368421,0.684210526315789,1,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbo:nationality, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/England,0.333333333333333,0.375,9,8,3,0.333333333333333,0.176470588235294,0.353553390593274,0.0714285714285715,0.354166666666667,0.375,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbo:birthPlace, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/England,0.285714285714286,0.25,7,8,2,0.25,0.133333333333333,0.267261241912424,0.0769230769230769,0.267857142857143,0.285714285714286,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:birthPlace, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Sweden,0.222222222222222,0.222222222222222,9,9,2,0.222222222222222,0.111111111111111,0.222222222222222,0,0.222222222222222,0.222222222222222,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbo:birthPlace, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Sweden,0.714285714285714,0.555555555555556,7,9,5,0.555555555555556,0.3125,0.629940788348712,0.181818181818182,0.634920634920635,0.714285714285714,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:birthPlace, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",film,os,onegram,,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Sweden,0.8,0.444444444444444,5,9,4,0.444444444444444,0.285714285714286,0.596284793999944,0.4,0.622222222222222,0.8,"dbo:Actor in c_e and 'film' in l_e(c,p,os) => (e, dbo:birthPlace, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/France,0.222222222222222,0.4,9,5,2,0.222222222222222,0.142857142857143,0.298142396999972,0.333333333333333,0.311111111111111,0.4,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbo:birthPlace, dbr:France) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/England,0.428571428571429,0.375,7,8,3,0.375,0.2,0.400891862868637,0.0833333333333333,0.401785714285714,0.428571428571429,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbp:birthPlace, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/England,0.4,0.25,5,8,2,0.25,0.153846153846154,0.316227766016838,0.272727272727273,0.325,0.4,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbp:birthPlace, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/France,0.285714285714286,0.4,7,5,2,0.285714285714286,0.166666666666667,0.338061701891407,0.2,0.342857142857143,0.4,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbp:birthPlace, dbr:France) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/property/birthPlace,http://dbpedia.org/resource/Sweden,0.6,0.428571428571429,5,7,3,0.428571428571429,0.25,0.50709255283711,0.222222222222222,0.514285714285714,0.6,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbp:birthPlace, dbr:Sweden) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/England,0.285714285714286,0.125,7,16,2,0.125,0.0869565217391304,0.188982236504614,0.428571428571429,0.205357142857143,0.285714285714286,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:country, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/England,0.444444444444444,0.25,9,16,4,0.25,0.16,0.333333333333333,0.333333333333333,0.347222222222222,0.444444444444444,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbo:country, dbr:England) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/United_Kingdom,0.222222222222222,0.166666666666667,9,12,2,0.166666666666667,0.0952380952380952,0.192450089729875,0.157894736842105,0.194444444444444,0.222222222222222,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbo:country, dbr:United_Kingdom) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actress,os,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/United_Kingdom,0.272727272727273,0.25,11,12,3,0.25,0.130434782608696,0.261116483933547,0.05,0.261363636363636,0.272727272727273,"dbo:Actor in c_e and 'actress' in l_e(c,p,os) => (e, dbo:country, dbr:United_Kingdom) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po"," actress. ",os,exact_string,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/United_Kingdom,0.375,0.25,8,12,3,0.25,0.15,0.306186217847897,0.235294117647059,0.3125,0.375,"dbo:Actor in c_e and ' actress. ' in l_e(c,p,os) => (e, dbo:country, dbr:United_Kingdom) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",born,so,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/France,0.222222222222222,0.125,9,16,2,0.125,0.08,0.166666666666667,0.304347826086956,0.173611111111111,0.222222222222222,"dbo:Actor in c_e and 'born' in l_e(c,p,so) => (e, dbo:country, dbr:France) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po"," actress. ",os,exact_string,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/France,0.25,0.125,8,16,2,0.125,0.0833333333333333,0.176776695296637,0.363636363636364,0.1875,0.25,"dbo:Actor in c_e and ' actress. ' in l_e(c,p,os) => (e, dbo:country, dbr:France) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actress,os,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/France,0.363636363636364,0.25,11,16,4,0.25,0.148148148148148,0.301511344577764,0.217391304347826,0.306818181818182,0.363636363636364,"dbo:Actor in c_e and 'actress' in l_e(c,p,os) => (e, dbo:country, dbr:France) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/France,0.285714285714286,0.125,7,16,2,0.125,0.0869565217391304,0.188982236504614,0.428571428571429,0.205357142857143,0.285714285714286,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:country, dbr:France) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actor,os,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/Japan,0.428571428571429,0.272727272727273,7,11,3,0.272727272727273,0.166666666666667,0.341881729378914,0.266666666666667,0.350649350649351,0.428571428571429,"dbo:Actor in c_e and 'actor' in l_e(c,p,os) => (e, dbo:country, dbr:Japan) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po",actress,os,onegram,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/Japan,0.272727272727273,0.272727272727273,11,11,3,0.272727272727273,0.136363636363636,0.272727272727273,0,0.272727272727273,0.272727272727273,"dbo:Actor in c_e and 'actress' in l_e(c,p,os) => (e, dbo:country, dbr:Japan) in G"
http://dbpedia.org/ontology/Actor,predict_po_for_s_given_localized_l,"c_s,ll_s => po"," actress. ",os,exact_string,,http://dbpedia.org/ontology/country,http://dbpedia.org/resource/Japan,0.25,0.181818181818182,8,11,2,0.181818181818182,0.105263157894737,0.21320071635561,0.176470588235294,0.215909090909091,0.25,"dbo:Actor in c_e and ' actress. ' in l_e(c,p,os) => (e, dbo:country, dbr:Japan) in G"
